Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2131.0,-1.0,+9
2,Florida,2105.0,-0.6,+5
3,Duke,2089.0,-1.7,+15
4,Auburn,2046.0,-0.2,+17
5,Michigan State,2042.0,-1.3,+16
6,Tennessee,2011.0,-0.2,+16
7,Alabama,2005.0,-0.3,+17
8,St. John's (NY),1998.0,-0.2,-55
9,Maryland,1994.0,-0.8,+18
10,Texas Tech,1975.0,-0.4,+19
11,BYU,1965.0,-0.1,+28
12,Arizona,1963.0,-0.4,+25
13,Gonzaga,1953.0,-0.9,+13
14,UConn,1931.0,-0.1,+4
15,Wisconsin,1928.0,-0.2,-3
16,Colorado State,1922.0,-0.1,+9
17,Michigan,1920.0,-0.4,+24
18,Saint Mary's,1909.0,-0.4,-11
19,Creighton,1900.0,-0.2,+15
20,Iowa State,1894.0,-0.1,-26
21,Kentucky,1891.0,-0.0,+39
22,Oregon,1890.0,-0.1,+15
23,Purdue,1887.0,-0.4,+24
24,Illinois,1878.0,-0.0,-4
25,New Mexico,1878.0,-0.0,+10
26,Ole Miss,1877.0,-0.0,+55
27,Louisville,1877.0,-0.2,-30
28,Arkansas,1872.0,-0.1,+77
29,UNC,1870.0,-0.3,-18
30,VCU,1862.0,-0.0,-17
31,Texas A&M,1861.0,-0.0,-13
32,UC-San Diego,1860.0,-0.3,+0
33,Drake,1852.0,-0.2,-3
34,UCLA,1847.0,-0.1,+1
35,Marquette,1844.0,-0.0,-21
36,Baylor,1843.0,-0.0,+1
37,Clemson,1843.0,-0.1,-24
38,Memphis,1841.0,-0.7,-16
39,Boise State,1823.0,-0.1,+0
40,Kansas,1820.0,-0.2,-23
41,Missouri,1814.0,-0.4,-16
42,Xavier,1805.0,-0.4,-21
43,Oklahoma,1795.0,-0.1,-8
44,Georgia,1793.0,-0.1,-21
45,Indiana,1790.0,-0.1,+0
46,Northwestern,1788.0,-0.3,+0
47,Utah State,1781.0,-0.1,-13
48,Texas,1778.0,-0.2,+0
49,Mississippi State,1774.0,-0.0,-14
50,Villanova,1773.0,,+0
