Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Arizona,2149.0,-0.3,+16
2,Michigan,2141.0,-0.3,-39
3,Duke,2133.0,-2.9,+8
4,Florida,2061.0,-0.1,-66
5,Houston,2059.0,-0.1,+10
6,Purdue,2056.0,-1.0,+112
7,St. John's (NY),2030.0,-1.0,+30
8,Iowa State,2006.0,-0.1,+57
9,Arkansas,2003.0,-0.1,+29
10,Illinois,2001.0,-0.1,-23
11,Vanderbilt,1999.0,-0.6,+63
12,Michigan State,1984.0,-0.4,-26
13,Gonzaga,1975.0,-0.3,+12
14,UConn,1968.0,-0.8,-13
15,Alabama,1947.0,-0.0,-24
16,Wisconsin,1947.0,-0.4,+24
17,Virginia,1938.0,-0.7,+19
18,Tennessee,1920.0,-0.0,-4
19,UCLA,1919.0,-0.9,+11
20,Kansas,1896.0,-0.0,-2
21,Nebraska,1896.0,-0.1,-38
22,Saint Mary's,1894.0,-0.0,-29
23,Texas Tech,1894.0,-0.1,-45
24,Ohio State,1891.0,-0.4,+5
25,Oklahoma,1882.0,-0.0,+49
26,Louisville,1882.0,-0.3,-11
27,Kentucky,1874.0,-0.1,+19
28,BYU,1871.0,-0.2,+35
29,TCU,1865.0,-0.3,-2
30,Cincinnati,1858.0,-0.4,-8
31,VCU,1848.0,-0.1,+22
32,Santa Clara,1846.0,-0.0,+18
33,UNC,1845.0,-0.0,-15
34,Georgia,1844.0,-0.1,-32
35,Utah State,1841.0,-0.2,+43
36,Iowa,1836.0,-0.7,+0
37,Villanova,1819.0,-0.0,-73
38,Miami (FL),1818.0,-0.1,-1
39,South Florida,1816.0,-0.3,+20
40,Clemson,1808.0,-0.2,+22
41,Texas A&M,1802.0,-0.5,-48
42,Auburn,1789.0,-0.1,+4
43,San Diego State,1787.0,-0.0,+4
44,Missouri,1786.0,-0.2,-20
45,Texas,1781.0,-0.4,-52
46,UCF,1771.0,-0.0,+6
47,New Mexico,1771.0,-0.0,-3
48,Akron,1770.0,-0.4,+11
49,Northern Iowa,1760.0,-0.2,+0
50,Oklahoma State,1755.0,,+21
