Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Auburn,2042.0,-0.9,-34
2,Houston,2019.0,-0.2,+7
3,Alabama,2014.0,-0.7,+7
4,Florida,1997.0,-0.4,+48
5,Tennessee,1987.0,-0.2,+31
6,St. John's (NY),1983.0,-0.1,+34
7,Duke,1980.0,-0.2,-23
8,Purdue,1976.0,-1.0,+21
9,Arizona,1951.0,-0.2,+17
10,Wisconsin,1947.0,-0.2,+22
11,Texas Tech,1941.0,-0.2,-3
12,Michigan State,1937.0,-0.3,-18
13,UConn,1929.0,-0.4,-23
14,Texas A&M,1918.0,-0.8,+14
15,Kansas,1898.0,-0.0,+0
16,Maryland,1897.0,-0.0,-4
17,Saint Mary's,1897.0,-0.1,+6
18,Marquette,1894.0,-0.1,-31
19,Iowa State,1891.0,-0.3,-10
20,Creighton,1884.0,-0.2,+4
21,New Mexico,1880.0,-0.0,+4
22,Michigan,1880.0,-0.4,+18
23,Illinois,1871.0,-0.2,-3
24,Baylor,1866.0,-0.4,-5
25,UCLA,1856.0,-0.0,+39
26,Ole Miss,1855.0,-0.3,+25
27,Louisville,1848.0,-0.2,+12
28,Ohio State,1843.0,-0.1,-7
29,Gonzaga,1840.0,-0.1,+11
30,Kansas State,1838.0,-0.2,+46
31,Utah State,1832.0,-0.2,+9
32,Memphis,1827.0,-0.2,+6
33,Nebraska,1823.0,-0.0,+18
34,Missouri,1823.0,-0.1,-20
35,BYU,1820.0,-0.3,-38
36,Kentucky,1812.0,-0.1,-4
37,Mississippi State,1810.0,-0.0,+12
38,Drake,1810.0,-0.5,+10
39,Wake Forest,1797.0,-0.1,+12
40,Oklahoma,1795.0,-0.0,-34
41,Texas,1794.0,-0.4,-53
42,SMU,1785.0,-0.3,+8
43,UNC,1778.0,-0.1,+4
44,USC,1775.0,-0.0,-19
45,VCU,1774.0,-0.0,+28
46,George Mason,1773.0,-0.0,+16
47,Cincinnati,1773.0,-0.0,+71
48,Boise State,1772.0,-0.1,+14
49,Clemson,1770.0,-0.1,+33
50,Georgia,1768.0,,-7
