Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Auburn,2075.0,-2.5,+19
2,Houston,2012.0,-0.2,-7
3,Alabama,2007.0,-0.2,+22
4,Duke,2003.0,-1.9,+10
5,Tennessee,1956.0,-0.0,+1
6,Michigan State,1955.0,-0.0,-22
7,Purdue,1955.0,-0.1,-24
8,UConn,1952.0,-0.1,+33
9,Florida,1949.0,-0.0,-31
10,St. John's (NY),1949.0,-0.2,+18
11,Texas Tech,1944.0,-0.4,+22
12,Arizona,1934.0,-0.3,+44
13,Marquette,1926.0,-0.0,-23
14,Wisconsin,1925.0,-0.8,-5
15,Texas A&M,1905.0,-0.1,+18
16,Maryland,1902.0,-0.0,+18
17,Iowa State,1901.0,-0.1,-130
18,Kansas,1898.0,-0.3,-19
19,Saint Mary's,1891.0,-0.4,+31
20,Creighton,1880.0,-0.2,+19
21,New Mexico,1876.0,-0.1,+53
22,Illinois,1874.0,-0.1,-6
23,Baylor,1871.0,-0.4,+12
24,Michigan,1862.0,-0.2,+17
25,BYU,1858.0,-0.4,+28
26,Ohio State,1849.0,-0.1,+36
27,Texas,1847.0,-0.2,+27
28,Missouri,1843.0,-0.3,+78
29,Louisville,1835.0,-0.2,-28
30,Ole Miss,1830.0,-0.0,-4
31,Gonzaga,1829.0,-0.0,+5
32,Oklahoma,1829.0,-0.2,+18
33,Utah State,1823.0,-0.1,-49
34,Memphis,1821.0,-0.2,+16
35,Kentucky,1816.0,-0.0,-22
36,UCLA,1816.0,-0.4,+43
37,Nebraska,1805.0,-0.2,+51
38,Drake,1799.0,-0.0,+19
39,Mississippi State,1798.0,-0.1,-92
40,USC,1795.0,-0.1,+3
41,Kansas State,1792.0,-0.3,+129
42,Wake Forest,1785.0,-0.3,-6
43,SMU,1778.0,-0.0,+29
44,Oregon,1777.0,-0.1,-49
45,Georgia,1775.0,-0.1,+4
46,UNC,1773.0,-0.3,-25
47,Xavier,1765.0,-0.2,-10
48,Indiana,1761.0,-0.1,+24
49,Pitt,1759.0,-0.0,+10
50,George Mason,1758.0,,+16
