Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Michigan,2067.0,-0.8,+0
2,Arizona,2046.0,-0.0,+1
3,Houston,2045.0,-1.7,+0
4,Duke,2003.0,-0.2,+0
5,Gonzaga,1998.0,-0.1,+4
6,Michigan State,1996.0,-0.4,+0
7,Iowa State,1985.0,-1.1,+0
8,Florida,1957.0,-0.2,+0
9,Vanderbilt,1952.0,-0.1,+0
10,Illinois,1949.0,-0.3,+57
11,UConn,1941.0,-0.3,+0
12,Alabama,1933.0,-0.1,+0
13,Purdue,1931.0,-0.3,+0
14,BYU,1924.0,-0.3,+1
15,Texas Tech,1916.0,-0.3,+4
16,Tennessee,1908.0,-0.2,+0
17,Nebraska,1902.0,-0.6,+0
18,Auburn,1887.0,-0.1,+0
19,Arkansas,1884.0,-0.3,+0
20,Kansas,1877.0,-0.1,+6
21,St. John's (NY),1875.0,-0.1,+3
22,UNC,1873.0,-0.8,+4
23,Villanova,1854.0,-0.1,+20
24,Georgia,1852.0,-0.0,+1
25,Louisville,1852.0,-0.3,+0
26,Iowa,1844.0,-0.3,+0
27,Baylor,1836.0,-0.1,+0
28,UCLA,1834.0,-0.2,+4
29,Utah State,1829.0,-0.1,+0
30,Creighton,1827.0,-0.0,+2
31,Kentucky,1826.0,-0.1,+1
32,New Mexico,1823.0,-0.0,+0
33,Saint Mary's,1822.0,-0.1,+18
34,Indiana,1820.0,-0.1,+4
35,USC,1818.0,-0.0,+0
36,Wisconsin,1818.0,-0.2,+3
37,Oklahoma,1814.0,-0.3,+2
38,Clemson,1807.0,-0.2,+0
39,Oklahoma State,1802.0,-0.1,+0
40,UCF,1800.0,-0.0,+4
41,Colorado State,1799.0,-0.4,+0
42,Texas A&M,1789.0,-0.0,+0
43,Mississippi State,1788.0,-0.2,+0
44,SMU,1782.0,-0.1,+5
45,Ohio State,1779.0,-0.2,+3
46,Maryland,1775.0,-0.1,+2
47,Virginia,1772.0,-0.2,+7
48,LSU,1768.0,-0.2,+1
49,Oregon,1764.0,-0.0,+7
50,Northwestern,1764.0,,+0
