Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2084.0,-0.2,+9
2,Arizona,2080.0,-0.7,+10
3,Michigan,2062.0,-0.3,+15
4,Duke,2055.0,-1.1,+25
5,Michigan State,2027.0,-0.3,+24
6,Gonzaga,2019.0,-0.3,+10
7,Florida,2012.0,-0.7,+36
8,Illinois,1994.0,-0.2,+15
9,Purdue,1990.0,-0.2,+18
10,UConn,1986.0,-0.5,+13
11,Nebraska,1974.0,-0.6,+29
12,Texas Tech,1958.0,-0.8,+25
13,Alabama,1939.0,-0.2,+34
14,St. John's (NY),1935.0,-0.1,+29
15,BYU,1933.0,-0.3,-16
16,Iowa State,1926.0,-0.4,-88
17,Vanderbilt,1915.0,-0.4,-66
18,Kansas,1904.0,-1.1,+67
19,Arkansas,1876.0,-0.2,-10
20,Clemson,1872.0,-0.0,+13
21,Auburn,1871.0,-0.1,-21
22,Tennessee,1869.0,-0.0,-9
23,Georgia,1869.0,-0.0,+4
24,Virginia,1869.0,-0.0,+48
25,Iowa,1868.0,-0.1,+36
26,Wisconsin,1865.0,-0.4,+17
27,Villanova,1854.0,-0.2,-11
28,Kentucky,1849.0,-0.0,+27
29,Louisville,1849.0,-0.1,+5
30,Utah State,1847.0,-0.2,-25
31,New Mexico,1841.0,-0.1,-0
32,Texas A&M,1839.0,-0.0,+9
33,Saint Mary's,1838.0,-0.9,-3
34,Ohio State,1816.0,-0.2,+21
35,UCF,1810.0,-0.0,+8
36,Baylor,1809.0,-0.0,+24
37,USC,1809.0,-0.0,+2
38,UNC,1808.0,-0.0,-43
39,UCLA,1808.0,-0.1,-4
40,San Diego State,1806.0,-0.6,+36
41,Creighton,1790.0,-0.0,-16
42,Saint Louis,1790.0,-0.0,+14
43,Indiana,1789.0,-0.0,-54
44,Santa Clara,1788.0,-0.1,+28
45,SMU,1785.0,-0.1,-12
46,Missouri,1782.0,-0.0,+5
47,Ole Miss,1781.0,-0.1,+34
48,Texas,1778.0,-0.4,+33
49,West Virginia,1768.0,-0.1,+9
50,George Mason,1766.0,,+7
