Rank,Team,Elo Rating,Point Spread vs. Next Rank,7 Day Change
1,Houston,2056.0,-0.3,+9
2,UConn,2048.0,-0.7,+10
3,Purdue,2030.0,-2.2,+4
4,Tennessee,1975.0,-0.7,+37
5,Iowa State,1957.0,-0.3,+25
6,Creighton,1949.0,-0.0,+40
7,Arizona,1949.0,-0.2,+24
8,Duke,1943.0,-0.2,+13
9,Marquette,1937.0,-0.4,-11
10,Illinois,1928.0,-0.1,+25
11,UNC,1926.0,-0.1,+8
12,Auburn,1923.0,-0.2,+4
13,Gonzaga,1917.0,-0.2,+63
14,Alabama,1911.0,-0.2,-10
15,Baylor,1905.0,-0.0,+42
16,Kentucky,1904.0,-0.5,+18
17,Texas,1892.0,-0.3,+43
18,Kansas,1884.0,-0.1,-55
19,San Diego State,1882.0,-0.6,+1
20,BYU,1866.0,-0.5,+56
21,Nebraska,1853.0,-0.3,-15
22,South Carolina,1846.0,-0.1,+24
23,Florida,1844.0,-0.0,-12
24,Mississippi State,1844.0,-0.2,-31
25,Washington State,1839.0,-0.0,+12
26,Saint Mary's,1838.0,-0.0,-27
27,Iowa,1838.0,-0.1,+42
28,Villanova,1836.0,-0.0,+35
29,St. John's (NY),1836.0,-0.1,+38
30,Dayton,1834.0,-0.1,+17
31,Texas Tech,1832.0,-0.0,-19
32,Northwestern,1832.0,-0.2,-7
33,Nevada,1828.0,-0.3,+14
34,Michigan State,1820.0,-0.1,-4
35,Boise State,1818.0,-0.2,+32
36,TCU,1813.0,-0.1,-43
37,Pitt,1811.0,-0.2,+19
38,Oklahoma,1805.0,-0.2,-17
39,Seton Hall,1800.0,-0.1,-27
40,Florida Atlantic,1797.0,-0.1,+3
41,Wake Forest,1794.0,-0.0,-57
42,Ohio State,1793.0,-0.3,+33
43,Wisconsin,1785.0,-0.0,-37
44,Colorado,1784.0,-0.1,+15
45,Kansas State,1782.0,-0.1,-5
46,Memphis,1779.0,-0.0,+26
47,Clemson,1778.0,-0.0,-14
48,Utah State,1777.0,-0.6,+7
49,Cincinnati,1762.0,-0.0,+6
50,Drake,1761.0,,+15
