Cleveland State, -3.5 ,Northern Colorado,20240324,150934
Colorado, 4.5 ,Marquette,20240324,150934
Presbyterian, 7.5 ,Montana,20240324,150934
Minnesota, 7.5 ,Indiana State,20240324,150934
Utah State, 11.5 ,Purdue,20240324,150934
Little Rock, -1.5 ,Fairfield,20240324,150934
Georgia, 9.5 ,Wake Forest,20240324,150934
James Madison, 7.5 ,Duke,20240324,150934
Evansville, 3.5 ,Quinnipiac,20240324,150934
Clemson, 4.5 ,Baylor,20240324,150934
Grand Canyon, 5.5 ,Alabama,20240324,150934
VCU, 3.5 ,South Florida,20240324,150934
Northwestern, 13.5 ,Connecticut,20240324,150934
Texas A&M, 9.5 ,Houston,20240324,150934
Iowa, 4.5 ,Utah,20240324,150934
Boston College, 3.5 ,UNLV,20240324,150934
Yale, 5.5 ,San Diego State,20240324,150934
