Valparaiso, 2 ,Western Michigan,20241220,141926
VULYN,NL,Radford,20241220,141926
SNOK,NL,Northwestern State,20241220,141926
Houston Christian, 33 ,Texas A&M,20241220,141926
Grambling State, 6 ,Norfolk State,20241220,141926
UIC, 6 ,Seattle,20241220,141926
DEF,NL,Purdue Fort Wayne,20241220,141926
Rider, 4 ,Penn,20241220,141926
Delaware State, 3.5 ,Alabama State,20241220,141926
Delaware, 2.5 ,Saint Peter's,20241220,141926
Akron, 3.5 ,Yale,20241220,141926
LOYOLO,NL,Southeastern Louisiana,20241220,141926
Holy Cross, 5.5 ,Siena,20241220,141926
Longwood, -3 ,North Carolina Central,20241220,141926
DILD,NL,Tulane,20241220,141926
TXWESL,NL,Stephen F. Austin,20241220,141926
St. John's, -7 ,Providence,20241220,141926
Appalachian State, 11.5 ,North Texas,20241220,141926
SDSM,NL,North Dakota,20241220,141926
Dayton, 3.5 ,Cincinnati,20241220,141926
Jackson State, 14 ,UTEP,20241220,141926
Florida A&M, 34 ,BYU,20241220,141926
Southern, 9 ,Loyola Marymount,20241220,141926
