Washington State, 1.5 ,Pacific,20250131,050351
Cal State Northridge, 1.5 ,UC Santa Barbara,20250131,050351
Pepperdine, -7.5 ,San Diego,20250131,050351
UC Irvine, -2.5 ,Long Beach State,20250131,050351
UC Davis, -1.5 ,UC Riverside,20250131,050351
Oregon, 11.5 ,UCLA,20250131,050351
Seattle, 4.5 ,Grand Canyon,20250131,050351
Stony Brook,NL,Charleston,20250131,050351
New Hampshire,NL,Maine,20250131,050351
Vermont,NL,Binghamton,20250131,050351
Ohio State,NL,Penn State,20250131,050351
Wright State,NL,Youngstown State,20250131,050351
Towson,NL,Delaware,20250131,050351
Northern Kentucky,NL,Detroit Mercy,20250131,050351
St. Francis (PA,NL,Mercyhurst,20250131,050351
UMass Lowell,NL,NJIT,20250131,050351
Northeastern,NL,Hampton,20250131,050351
William & Mary,NL,Campbell,20250131,050351
Drexel,NL,Monmouth,20250131,050351
Bryant,NL,UMBC,20250131,050351
IU Indy,NL,Robert Morris,20250131,050351
Green Bay,NL,Oakland,20250131,050351
Hofstra,NL,Elon,20250131,050351
Central Connecticut State,NL,LIU,20250131,050351
Georgia State,NL,Marshall,20250131,050351
Le Moyne,NL,FDU,20250131,050351
UNC Wilmington,NL,North Carolina A&T,20250131,050351
Florida International,NL,Jacksonville State,20250131,050351
Coastal Carolina,NL,James Madison,20250131,050351
Georgia Southern,NL,Troy,20250131,050351
Wagner,NL,Stonehill,20250131,050351
Tennessee Tech,NL,Morehead State,20250131,050351
New Mexico State,NL,Middle Tennessee,20250131,050351
Eastern Kentucky,NL,Lipscomb,20250131,050351
South Dakota State,NL,North Dakota State,20250131,050351
Louisiana,NL,Texas State,20250131,050351
Southern Utah,NL,UT Arlington,20250131,050351
Tennessee State,NL,Little Rock,20250131,050351
Louisiana-Monroe,NL,South Alabama,20250131,050351
Liberty,NL,Kennesaw State,20250131,050351
UTEP,NL,Western Kentucky,20250131,050351
Bellarmine,NL,Austin Peay,20250131,050351
Utah Tech,NL,Tarleton State,20250131,050351
Tennessee-Martin,NL,Southeast Missouri State,20250131,050351
SIU Edwardsville,NL,Lindenwood,20250131,050351
Eastern Illinois,NL,Western Illinois,20250131,050351
Illinois,NL,Nebraska,20250131,050351
Cleveland State,NL,Purdue Fort Wayne,20250131,050351
Memphis,NL,Tulane,20250131,050351
Sacramento State,NL,Montana State,20250131,050351
Portland State,NL,Montana,20250131,050351
Kansas City,NL,Denver,20250131,050351
Idaho,NL,Weber State,20250131,050351
Eastern Washington,NL,Idaho State,20250131,050351
Cal Poly,NL,Cal State Bakersfield,20250131,050351
Portland,NL,Loyola Marymount,20250131,050351
Abilene Christian,NL,California Baptist,20250131,050351
