Navy, 3.5 ,Maine,20241201,141930
Alcorn State, 33.5 ,Maryland,20241201,141930
NJIT, 17.5 ,Massachusetts,20241201,141930
LIU, 2.5 ,Niagara,20241201,141930
REGEN,NL,Longwood,20241201,141930
Massachusetts-Lowell, -4 ,Central Connecticut State,20241201,141930
Norfolk State, -6 ,Stony Brook,20241201,141930
Buffalo, 28.5 ,Penn State,20241201,141930
Iona, 5.5 ,Rice,20241201,141930
PUCA,NL,Central Michigan,20241201,141930
CPENN,NL,Morgan State,20241201,141930
Radford, -7.5 ,Saint Francis U,20241201,141930
UAPB, 34 ,Kansas State,20241201,141930
Fairleigh Dickinson, 7.5 ,Fairfield,20241201,141930
New Hampshire, 15 ,Fordham,20241201,141930
UNC Asheville, -1 ,Tennessee State,20241201,141930
Elon, -2 ,Penn,20241201,141930
Binghamton, 7.5 ,Lafayette,20241201,141930
Bethune-Cookman, 16.5 ,Minnesota,20241201,141930
Eastern Kentucky, 8.5 ,Troy,20241201,141930
Middle Tennessee, 8 ,UAB,20241201,141930
California Baptist, 10 ,UCF,20241201,141930
Missouri State, -3 ,Oral Roberts,20241201,141930
NDMG,NL,American,20241201,141930
Sacred Heart, 5.5 ,Boston,20241201,141930
Quinnipiac, -7.5 ,Stonehill,20241201,141930
North Alabama, 3 ,Wofford,20241201,141930
North Florida, 17 ,Nebraska,20241201,141930
Hofstra, 6.5 ,Arkansas State,20241201,141930
South Carolina State, 25.5 ,Xavier,20241201,141930
Denver, 7.5 ,Portland,20241201,141930
Texas State, -5.5 ,Texas Southern,20241201,141930
Indiana State, -8 ,Tarleton State,20241201,141930
Mercyhurst,NL,San Francisco,20241201,141930
