Albany, 3.5 ,Sacred Heart,20241218,132446
Le Moyne, 6 ,Dartmouth,20241218,132446
MITECH,NL,Green Bay,20241218,132446
SWAD,NL,Texas A&M-Corpus Christi,20241218,132446
Abilene Christian, -8.5 ,East Texas A&M,20241218,132446
VULYN,NL,Presbyterian,20241218,132446
Mercyhurst,NL,Binghamton,20241218,132446
Stonehill, 12.5 ,Massachusetts-Lowell,20241218,132446
South Carolina State, -1.5 ,USC Upstate,20241218,132446
Creighton, -3.5 ,Georgetown,20241218,132446
Fairleigh Dickinson, 15 ,La Salle,20241218,132446
Davidson, 2.5 ,Temple,20241218,132446
Northeastern, 3.5 ,Massachusetts,20241218,132446
Elon, 4.5 ,East Tennessee State,20241218,132446
Murray State, -2 ,Indiana State,20241218,132446
Detroit, 12.5 ,Northern Kentucky,20241218,132446
Richmond, 3 ,William & Mary,20241218,132446
Xavier, 13.5 ,Connecticut,20241218,132446
Memphis, -5 ,Virginia,20241218,132446
Youngstown State, 7.5 ,Wright State,20241218,132446
MOCO,NL,Furman,20241218,132446
WES,NL,Chattanooga,20241218,132446
REGEN,NL,Hampton,20241218,132446
Bethune-Cookman, 13 ,South Florida,20241218,132446
Mercer, 1 ,Queens (NC,20241218,132446
Manhattan, 3 ,Wagner,20241218,132446
Mount St. Mary's, -1.5 ,LIU,20241218,132446
Longwood, -2 ,Campbell,20241218,132446
American, 12 ,Saint Joseph's,20241218,132446
Central Connecticut State, -2 ,Fairfield,20241218,132446
Florida Gulf Coast, 6 ,UNCW,20241218,132446
Lafayette, 10.5 ,George Washington,20241218,132446
Austin Peay, 12.5 ,Ohio,20241218,132446
Miami (OH, 4 ,Vermont,20241218,132446
Alabama A&M, 20.5 ,UAB,20241218,132446
UMBC, 14 ,Georgia Tech,20241218,132446
Southern Utah, 2.5 ,Texas-Rio Grande Valley,20241218,132446
Evansville, 8 ,UT Arlington,20241218,132446
Citadel, 28.5 ,Vanderbilt,20241218,132446
Appalachian State, -2 ,Louisiana-Lafayette,20241218,132446
Wofford, 7.5 ,Saint Louis,20241218,132446
San Francisco, 1.5 ,Bradley,20241218,132446
Northern Illinois, 14.5 ,Illinois State,20241218,132446
Toledo, 29.5 ,Houston,20241218,132446
Canisius, 24.5 ,Loyola Chicago,20241218,132446
Tarleton State, 21 ,Oklahoma State,20241218,132446
LUM,NL,Missouri State,20241218,132446
Mississippi Valley State, 36 ,North Texas,20241218,132446
Samford, 19 ,Arizona,20241218,132446
Idaho, 6 ,UC Davis,20241218,132446
Alabama, -25.5 ,North Dakota,20241218,132446
VCU, 3 ,New Mexico,20241218,132446
Butler, 13.5 ,Marquette,20241218,132446
Utah Valley, 1.5 ,Idaho State,20241218,132446
Michigan, -3 ,Oklahoma,20241218,132446
LOAKS,NL,Weber State,20241218,132446
Nicholls, 34 ,Gonzaga,20241218,132446
Bakersfield, -2 ,Portland,20241218,132446
CSUN, 11 ,USC,20241218,132446
Kennesaw State, 14 ,Santa Clara,20241218,132446
Portland State, 3.5 ,Pacific,20241218,132446
Montana State, 1 ,UC Riverside,20241218,132446
UC Santa Barbara, 2 ,Loyola Marymount,20241218,132446
Washington State, 3.5 ,Washington,20241218,132446
CCT,NL,McNeese State,20241218,132446
