FISF,NL,Massachusetts-Lowell,20241120,142106
Charleston, -11.5 ,Citadel,20241120,142106
MITCH,NL,Holy Cross,20241120,142106
Siena, 26 ,Xavier,20241120,142106
Yale, -9.5 ,Stony Brook,20241120,142106
Elon, 1 ,Northern Illinois,20241120,142106
Detroit, 11.5 ,Ball State,20241120,142106
Purdue Fort Wayne, 14.5 ,Penn State,20241120,142106
Iona, 15 ,West Virginia,20241120,142106
New Mexico State, 15.5 ,Dayton,20241120,142106
South Dakota, -1.5 ,Western Michigan,20241120,142106
COLL,NL,Saint Peter's,20241120,142106
PSUSK,NL,Saint Francis U,20241120,142106
VF,NL,Lehigh,20241120,142106
CENST,NL,Central Michigan,20241120,142106
ENDC,NL,New Hampshire,20241120,142106
OGLE,NL,Furman,20241120,142106
MANS,NL,St. Bonaventure,20241120,142106
Lafayette, 16 ,Rhode Island,20241120,142106
Austin Peay, -2 ,Morehead State,20241120,142106
Columbia, -9.5 ,LIU,20241120,142106
Maine, 7.5 ,Richmond,20241120,142106
Jacksonville, 13 ,Virginia Tech,20241120,142106
Coppin State, 28 ,George Mason,20241120,142106
Abilene Christian, 2.5 ,Kennesaw State,20241120,142106
Morgan State, 8 ,North Carolina A&T,20241120,142106
Fairleigh Dickinson, 6.5 ,Army,20241120,142106
Towson, -3 ,Nicholls,20241120,142106
Southern Miss, 7 ,South Dakota State,20241120,142106
Little Rock, 11.5 ,Tulsa,20241120,142106
Jackson State, 15 ,Western Kentucky,20241120,142106
Southern, 26.5 ,Texas A&M,20241120,142106
Merrimack College, 19.5 ,Rutgers,20241120,142106
Maryland Eastern Shore, 23 ,Murray State,20241120,142106
Mount St. Mary's, 14.5 ,Georgetown,20241120,142106
Cal Poly, 17.5 ,Arizona State,20241120,142106
Alabama, -8 ,Illinois,20241120,142106
UC Davis, 17 ,Grand Canyon,20241120,142106
Long Beach State, 34 ,Gonzaga,20241120,142106
San Jose State, 19.5 ,USC,20241120,142106
Pepperdine, 17 ,UNLV,20241120,142106
UTEP, 7.5 ,UC Santa Barbara,20241120,142106
CSST,NL,Saint Mary's,20241120,142106
Prairie View A&M, 13 ,Fresno State,20241120,142106
Norfolk State, 18.5 ,Stanford,20241120,142106
Northern Colorado, 6 ,California Baptist,20241120,142106
Idaho State, 24.5 ,UCLA,20241120,142106
Alcorn State,NL,TCU,20241120,142106
