ALCE,NL,Morehead State,20241228,141754
Eastern Kentucky, 21 ,Louisville,20241228,141754
Coppin State, 29.5 ,Georgetown,20241228,141754
Maryland Eastern Shore, 43.5 ,Maryland,20241228,141754
KENN,NL,Charleston Southern,20241228,141754
Delaware State, 20 ,Saint Joseph's,20241228,141754
Ole Miss, 1.5 ,Memphis,20241228,141754
Eastern Michigan, 14 ,Davidson,20241228,141754
Mount St. Mary's, 16.5 ,George Mason,20241228,141754
Mercer, 1.5 ,Georgia State,20241228,141754
KYCH,NL,Wofford,20241228,141754
SPBMTD,NL,UNCW,20241228,141754
Alabama A&M, 21.5 ,Georgia Tech,20241228,141754
Loyola Maryland, 20 ,DePaul,20241228,141754
Bucknell, 13.5 ,Syracuse,20241228,141754
North Carolina Central, -1.5 ,North Carolina A&T,20241228,141754
New Mexico, 1 ,Colorado State,20241228,141754
WEBBER,NL,South Florida,20241228,141754
BLKBN,NL,Eastern Illinois,20241228,141754
DALCRU,NL,Sam Houston,20241228,141754
Abilene Christian, 23.5 ,Texas A&M,20241228,141754
Nevada, -7 ,Wyoming,20241228,141754
Fairfield, 9.5 ,Columbia,20241228,141754
UCLA, 4 ,Gonzaga,20241228,141754
BETH,NL,Utah Valley,20241228,141754
VULYN,NL,UNCG,20241228,141754
VAW,NL,Old Dominion,20241228,141754
Fairleigh Dickinson, 16 ,Boston College,20241228,141754
Howard, 4.5 ,Hampton,20241228,141754
Boise State, -9 ,San Jose State,20241228,141754
SWCU,NL,Tulsa,20241228,141754
NOBEL,NL,Cal State Fullerton,20241228,141754
New Orleans, 24 ,McNeese State,20241228,141754
Utah State, 4.5 ,San Diego State,20241228,141754
Delaware, 25.5 ,St. John's,20241228,141754
SOUT,NL,New Mexico State,20241228,141754
Florida Gulf Coast, 3 ,Richmond,20241228,141754
Grand Canyon, -16.5 ,San Diego,20241228,141754
Pepperdine, 16 ,Santa Clara,20241228,141754
Marshall, 5.5 ,Elon,20241228,141754
BIBL,NL,Texas Southern,20241228,141754
OCDN,NL,California-San Diego,20241228,141754
WEST,NL,UC Santa Barbara,20241228,141754
CMAR,NL,UC Davis,20241228,141754
Washington State, -13 ,Portland,20241228,141754
Pacific, 22 ,Saint Mary's,20241228,141754
MARTY,NL,Omaha,20241228,141754
WWU,NL,Saint Louis,20241228,141754
Jackson State, 14 ,California Baptist,20241228,141754
NNME,NL,UTEP,20241228,141754
LASU,NL,CSUN,20241228,141754
Loyola Marymount, 11.5 ,San Francisco,20241228,141754
Fresno State, 16.5 ,UNLV,20241228,141754
Longwood,NL,SMU,20241228,141754
