Texas Tech, -1.5 ,TCU,20250219,023755
Colorado, 22.5 ,Iowa State,20250219,023755
Butler, 16.5 ,Xavier,20250219,023755
Air Force, -2.5 ,Wyoming,20250219,023755
Tennessee State, -10.5 ,Tennessee-Martin,20250219,023755
Illinois, 5.5 ,Wisconsin,20250219,023755
Virginia Tech, 6.5 ,Boston College,20250219,023755
Nevada, -2.5 ,Colorado State,20250219,023755
Houston, -13.5 ,Arizona State,20250219,023755
South Carolina, 11.5 ,LSU,20250219,023755
Seton Hall, 17.5 ,Marquette,20250219,023755
Kansas, 7.5 ,BYU,20250219,023755
Minnesota, 11.5 ,UCLA,20250219,023755
Fresno State, 18.5 ,San Diego State,20250219,023755
Miami (OH,NL,Eastern Michigan,20250219,023755
Austin Peay,NL,Bellarmine,20250219,023755
Jacksonville,NL,Florida Gulf Coast,20250219,023755
Villanova,NL,UConn,20250219,023755
Northern Illinois,NL,Akron,20250219,023755
Oklahoma,NL,Florida,20250219,023755
Loyola Chicago,NL,Davidson,20250219,023755
Western Michigan,NL,Buffalo,20250219,023755
West Georgia,NL,North Alabama,20250219,023755
Lipscomb,NL,Eastern Kentucky,20250219,023755
Central Arkansas,NL,Queens University,20250219,023755
Central Michigan,NL,Ohio,20250219,023755
North Florida,NL,Stetson,20250219,023755
Syracuse,NL,Pittsburgh,20250219,023755
Ball State,NL,Toledo,20250219,023755
Purdue,NL,Michigan State,20250219,023755
Texas A&M,NL,Mississippi State,20250219,023755
Kent State,NL,Bowling Green,20250219,023755
