Indiana, 2.5 ,Purdue,20250201,031331
Siena, 9.5 ,Marist,20250201,031331
UC San Diego,NL,Hawai'i,20250201,031331
Yale,NL,Princeton,20250201,031331
Butler,NL,Georgetown,20250201,031331
Saint Peter's,NL,Rider,20250201,031331
Harvard,NL,Columbia,20250201,031331
Niagara,NL,Canisius,20250201,031331
Dayton,NL,Saint Louis,20250201,031331
Fairfield,NL,Quinnipiac,20250201,031331
Dartmouth,NL,Cornell,20250201,031331
Iona,NL,Manhattan,20250201,031331
Mount St. Mary's,NL,Merrimack,20250201,031331
Akron,NL,Kent State,20250201,031331
Brown,NL,Penn,20250201,031331
