Champion Christian College,NL,Arkansas-Pine Bluff,20251217,142940
Northern Iowa, -4.5 ,UIC,20251217,142940
Stonehill, 3.5 ,New Hampshire,20251217,142940
Creighton, 3.5 ,Xavier,20251217,142940
St. Francis (PA, 45.5 ,Florida,20251217,142940
Youngstown State, 1.5 ,Robert Morris,20251217,142940
UC Santa Barbara, -4.5 ,Green Bay,20251217,142940
Richmond, -3.5 ,Elon,20251217,142940
Mercer, 15.5 ,UCF,20251217,142940
The Citadel, 16.5 ,Charleston,20251217,142940
Oakland, 1.5 ,Northern Kentucky,20251217,142940
Quinnipiac, -1.5 ,Monmouth,20251217,142940
Vanderbilt, -7.5 ,Memphis,20251217,142940
Chattanooga, -1.5 ,Bellarmine,20251217,142940
Eastern Kentucky, 3.5 ,Jacksonville State,20251217,142940
Presbyterian, 3.5 ,East Carolina,20251217,142940
Jacksonville, -2.5 ,Florida A&M,20251217,142940
Maryland-Eastern Shore, 5.5 ,Wagner,20251217,142940
University at Albany, 9.5 ,Stony Brook,20251217,142940
Alabama State, 25.5 ,Cincinnati,20251217,142940
Longwood, 22.5 ,Wake Forest,20251217,142940
Texas Southern, 34.5 ,North Carolina State,20251217,142940
Mercyhurst, 22.5 ,Syracuse,20251217,142940
Binghamton, 25.5 ,Pittsburgh,20251217,142940
Siena, 1.5 ,Vermont,20251217,142940
Kennesaw State, 4.5 ,Middle Tennessee,20251217,142940
South Alabama, -11.5 ,Louisiana-Monroe,20251217,142940
Wofford, 12.5 ,Wichita State,20251217,142940
Louisiana Tech, 4.5 ,Tulane,20251217,142940
Cleveland State, 18.5 ,UAB,20251217,142940
Houston Christian, 3.5 ,Nicholls State,20251217,142940
James Madison, 1.5 ,Old Dominion,20251217,142940
South Florida, 14.5 ,Alabama,20251217,142940
Weber State, 13.5 ,Utah Valley,20251217,142940
Dakota State,NL,South Dakota,20251217,142940
Alabama A&M, 20.5 ,Ole Miss,20251217,142940
Bethune-Cookman, 23.5 ,Saint Louis,20251217,142940
Arkansas State, -4.5 ,Texas State,20251217,142940
Georgetown, 4.5 ,Marquette,20251217,142940
Portland State, 17.5 ,Colorado,20251217,142940
Seattle, -3.5 ,UC Davis,20251217,142940
North Texas, 11.5 ,Santa Clara,20251217,142940
UTSA, 23.5 ,USC,20251217,142940
Campbell, 37.5 ,Gonzaga,20251217,142940
Texas A&M-Corpus Christi, 7.5 ,Stephen F. Austin,20251217,142940
Sam Houston, 2.5 ,Oregon State,20251217,142940
Eastern Washington, 7.5 ,Washington State,20251217,142940
Air Force, 23.5 ,San Diego State,20251217,142940
Loyola Chicago, 13.5 ,San Francisco,20251217,142940
UT Arlington, 12.5 ,Stanford,20251217,142940
Arizona State, 8.5 ,UCLA,20251217,142940
Portland, 18.5 ,Oregon,20251217,142940
