Northeastern, 3.5 ,Monmouth,20260119,143434
Stonehill, -1.5 ,St. Francis (PA,20260119,143434
Drexel, 6.5 ,Towson,20260119,143434
Vermont, -4.5 ,University at Albany,20260119,143434
Columbia, 8.5 ,Yale,20260119,143434
Cornell, -1.5 ,Brown,20260119,143434
Penn, 4.5 ,Harvard,20260119,143434
Sacred Heart, -3.5 ,Rider,20260119,143434
Iona, 3.5 ,Saint Peter's,20260119,143434
Mount St. Mary's, -3.5 ,Niagara,20260119,143434
Fairfield, 6.5 ,Siena,20260119,143434
Merrimack, 6.5 ,Marist,20260119,143434
Manhattan, 12.5 ,Quinnipiac,20260119,143434
Central Connecticut State, 1.5 ,Mercyhurst,20260119,143434
Wagner, 1.5 ,FDU,20260119,143434
Bryant, 2.5 ,NJIT,20260119,143434
New Hampshire, 2.5 ,Maine,20260119,143434
UMBC, -5.5 ,Binghamton,20260119,143434
Saint Joseph's, 14.5 ,VCU,20260119,143434
LIU, 1.5 ,Le Moyne,20260119,143434
Prairie View A&M, -2.5 ,Alcorn State,20260119,143434
McNeese, -7.5 ,Texas A&M-Corpus Christi,20260119,143434
George Washington, 2.5 ,George Mason,20260119,143434
Alabama A&M, 1.5 ,Alabama State,20260119,143434
Providence, -1.5 ,Marquette,20260119,143434
Princeton, 1.5 ,Dartmouth,20260119,143434
East Texas A&M, 7.5 ,Incarnate Word,20260119,143434
Bethune-Cookman, -2.5 ,Arkansas-Pine Bluff,20260119,143434
Loyola Maryland, 5.5 ,Lehigh,20260119,143434
New Haven, 1.5 ,Chicago State,20260119,143434
Southeastern Louisiana, 4.5 ,UT Rio Grande Valley,20260119,143434
Stephen F. Austin, 1.5 ,Nicholls State,20260119,143434
Montana State, 2.5 ,Northern Colorado,20260119,143434
Montana, -5.5 ,Northern Arizona,20260119,143434
Lamar, 2.5 ,New Orleans,20260119,143434
Northwestern State, 3.5 ,Houston Christian,20260119,143434
Florida A&M, -11.5 ,Mississippi Valley State,20260119,143434
Texas Southern, 3.5 ,Jackson State,20260119,143434
North Carolina A&T, 5.5 ,Hampton,20260119,143434
