New Hampshire, 15.5 ,Harvard,20251109,141954
Western Michigan, 7.5 ,Campbell,20251109,141954
Indiana, -2.5 ,Marquette,20251109,141954
North Carolina Central, 8.5 ,Appalachian State,20251109,141954
Penn, 1.5 ,American,20251109,141954
Coppin State, 21.5 ,James Madison,20251109,141954
South Dakota State, 9.5 ,Northern Iowa,20251109,141954
Cornell, 7.5 ,Illinois State,20251109,141954
Cal State Northridge, -6.5 ,North Dakota,20251109,141954
Marist, 1.5 ,Dartmouth,20251109,141954
Morehead State, 27.5 ,Georgia,20251109,141954
Texas A&M, -2.5 ,Oklahoma State,20251109,141954
Dominican (IL,NL,Purdue Fort Wayne,20251109,141954
Lipscomb, 4.5 ,Mercer,20251109,141954
Vermont, -5.5 ,Brown,20251109,141954
Le Moyne, 13.5 ,Bowling Green,20251109,141954
Denver, 7.5 ,Montana State,20251109,141954
Utah Tech, 13.5 ,Arizona State,20251109,141954
Lyon College,NL,Louisiana Tech,20251109,141954
Lehigh, 19.5 ,West Virginia,20251109,141954
Oakland City,NL,Evansville,20251109,141954
VMI, 23.5 ,Missouri,20251109,141954
North Texas, -1.5 ,Loyola Chicago,20251109,141954
UC Davis, 1.5 ,Portland,20251109,141954
Idaho State, 21.5 ,San Diego State,20251109,141954
Florida Atlantic, 5.5 ,Liberty,20251109,141954
Manhattan, 28.5 ,USC,20251109,141954
Omaha, 13.5 ,Colorado State,20251109,141954
Grambling State, 3.5 ,Howard,20251109,141954
Southern Miss, 18.5 ,South Carolina,20251109,141954
Kentucky Christian,NL,Tennessee-Martin,20251109,141954
Washington, 6.5 ,Baylor,20251109,141954
