Central Penn College,NL,Morgan State,20251106,142604
LIU,NL,IU Indy,20251106,142604
The Citadel, 17.5 ,Boston College,20251106,142604
Illinois State, -1.5 ,Ohio,20251106,142604
Campbell, 17.5 ,West Virginia,20251106,142604
Randolph,NL,Old Dominion,20251106,142604
Toccoa Falls,NL,Charleston Southern,20251106,142604
Bethany (WV,NL,Bowling Green,20251106,142604
Jackson State, 37.5 ,Louisville,20251106,142604
Le Moyne, 22.5 ,Xavier,20251106,142604
Central Connecticut State, 8.5 ,Quinnipiac,20251106,142604
Bethune-Cookman, 18.5 ,Miami (FL,20251106,142604
Robert Morris, 8.5 ,Drake,20251106,142604
Omaha, 3.5 ,Abilene Christian,20251106,142604
Cal State Northridge, 8.5 ,Northern Iowa,20251106,142604
UC Riverside, 1.5 ,North Dakota,20251106,142604
Dakota State,NL,South Dakota State,20251106,142604
Merrimack, 26.5 ,Auburn,20251106,142604
Alcorn State, 16.5 ,South Alabama,20251106,142604
Texas Southern, 29.5 ,Texas A&M,20251106,142604
Grambling State, 33.5 ,Iowa State,20251106,142604
North Florida, 38.5 ,Florida,20251106,142604
St. Francis (PA, 26.5 ,TCU,20251106,142604
Chicago State, 28.5 ,Saint Louis,20251106,142604
Northwestern State, 14.5 ,North Texas,20251106,142604
Texas A&M-Corpus Christi, 23.5 ,SMU,20251106,142604
Mercyhurst, 21.5 ,Loyola Chicago,20251106,142604
Wright State, 15.5 ,California,20251106,142604
Denver, 27.5 ,Washington,20251106,142604
Arkansas-Pine Bluff, 15.5 ,Portland,20251106,142604
