St. John's, -4.5 ,Georgetown,20250128,141956
Akron, -16.5 ,Northern Illinois,20250128,141956
Rice, 5.5 ,South Florida,20250128,141956
Western Michigan, 4.5 ,Ball State,20250128,141956
Bowling Green, 12.5 ,Kent State,20250128,141956
Toledo, 2.5 ,Ohio,20250128,141956
Providence, -4 ,Seton Hall,20250128,141956
Eastern Michigan, 10.5 ,Miami (OH,20250128,141956
Kentucky, 9.5 ,Tennessee,20250128,141956
South Carolina, 8 ,Georgia,20250128,141956
Central Michigan, -7.5 ,Buffalo,20250128,141956
Wake Forest, 8.5 ,Louisville,20250128,141956
Southern Indiana, 7.5 ,Morehead State,20250128,141956
VCU, -6.5 ,Saint Louis,20250128,141956
Minnesota, 13 ,Michigan State,20250128,141956
Southern Illinois, -1.5 ,Valparaiso,20250128,141956
UCF, 13 ,Kansas,20250128,141956
Dayton, -2 ,St. Bonaventure,20250128,141956
Fresno State, 8 ,Wyoming,20250128,141956
Marquette, -6.5 ,Butler,20250128,141956
Air Force, 16 ,Colorado State,20250128,141956
Arizona State, 2.5 ,Colorado,20250128,141956
Oklahoma, 9 ,Texas A&M,20250128,141956
Georgia Tech, 8.5 ,Notre Dame,20250128,141956
North Carolina, 3.5 ,Pittsburgh,20250128,141956
Baylor, 3.5 ,BYU,20250128,141956
Cincinnati, 1 ,Utah,20250128,141956
San Jose State, 14.5 ,San Diego State,20250128,141956
Oregon State, 14 ,Gonzaga,20250128,141956
