Prairie View A&M, -6 ,UAPB,20250113,142126
Minnesota, 15.5 ,Maryland,20250113,142126
UCLA, -3.5 ,Rutgers,20250113,142126
Wofford, 5.5 ,Furman,20250113,142126
Boston College, 11 ,Notre Dame,20250113,142126
Texas Southern, -17 ,Mississippi Valley State,20250113,142126
Alabama State, -3 ,Alcorn State,20250113,142126
American, 2 ,Loyola Maryland,20250113,142126
Coppin State, 13 ,Howard,20250113,142126
Nicholls, 1.5 ,Incarnate Word,20250113,142126
Southeastern Louisiana, 5.5 ,Stephen F. Austin,20250113,142126
Maryland Eastern Shore, 15 ,South Carolina State,20250113,142126
Norfolk State, -10 ,Morgan State,20250113,142126
Delaware State, 7 ,North Carolina Central,20250113,142126
Florida A&M, 7.5 ,Grambling State,20250113,142126
Bethune-Cookman, 6 ,Southern,20250113,142126
East Texas A&M, 12 ,Texas-Rio Grande Valley,20250113,142126
Alabama A&M, 9.5 ,Jackson State,20250113,142126
New Orleans, 13.5 ,Lamar,20250113,142126
Northwestern State, 8.5 ,Texas A&M-Corpus Christi,20250113,142126
McNeese State, -16 ,Houston Christian,20250113,142126
Campbell, 8 ,Elon,20250113,142126
