Radford, -16 ,Chicago State,20241125,142208
Duquesne, -6.5 ,Hampton,20241125,142208
Siena, 5 ,Miami (OH,20241125,142208
CCT,NL,Southern,20241125,142208
Howard, -2.5 ,UMBC,20241125,142208
Ball State, 2 ,Eastern Kentucky,20241125,142208
Drexel, 4 ,Purdue Fort Wayne,20241125,142208
UAB, -9.5 ,Louisiana-Lafayette,20241125,142208
Boise State, -12 ,South Dakota State,20241125,142208
Jacksonville, -4 ,Mercer,20241125,142208
Memphis, 8.5 ,Connecticut,20241125,142208
Southern Illinois, 5 ,Louisiana Tech,20241125,142208
Illinois State, 1.5 ,George Washington,20241125,142208
IU Indy, 5 ,Alabama A&M,20241125,142208
Denver, 8 ,CSUN,20241125,142208
Fordham, 15.5 ,Penn State,20241125,142208
High Point, -14 ,Old Dominion,20241125,142208
Colorado, 7.5 ,Michigan State,20241125,142208
Longwood, 10.5 ,Kansas State,20241125,142208
Michigan, -10.5 ,Virginia Tech,20241125,142208
Richmond,NL,FLTECH,20241125,142208
Merrimack College, 7.5 ,Massachusetts-Lowell,20241125,142208
Clemson, -2.5 ,San Francisco,20241125,142208
LIU, 12.5 ,Winthrop,20241125,142208
Cornell, -1.5 ,Iona,20241125,142208
North Carolina A&T, 2.5 ,Buffalo,20241125,142208
Tennessee State, 10.5 ,Chattanooga,20241125,142208
WASHMD,NL,Navy,20241125,142208
CARO,NL,North Carolina Central,20241125,142208
East Texas A&M, 3 ,Stonehill,20241125,142208
New Hampshire, 19 ,Columbia,20241125,142208
Missouri State, 2.5 ,Boston College,20241125,142208
MISSCO,NL,Nicholls,20241125,142208
Le Moyne, 12.5 ,Texas-Rio Grande Valley,20241125,142208
Utah Tech, 11 ,Montana,20241125,142208
Green Bay, 24.5 ,Ohio State,20241125,142208
Oregon State, 6.5 ,North Texas,20241125,142208
UTSA, 12 ,Troy,20241125,142208
Quinnipiac, 8.5 ,Saint Louis,20241125,142208
Indiana State, -4 ,Southern Indiana,20241125,142208
Central Michigan, 13.5 ,Minnesota,20241125,142208
McNeese State, -1.5 ,Liberty,20241125,142208
RAN,NL,South Dakota,20241125,142208
Eastern Michigan, -4 ,Houston Christian,20241125,142208
Maryland Eastern Shore, 35 ,Arkansas,20241125,142208
Incarnate Word, 7 ,South Alabama,20241125,142208
UTEP, -5 ,San Jose State,20241125,142208
Xavier, -6 ,South Carolina,20241125,142208
ROGERS,NL,Oral Roberts,20241125,142208
Southern Miss, 2.5 ,Abilene Christian,20241125,142208
Little Rock, 21 ,Illinois,20241125,142208
Iowa State, 4 ,Auburn,20241125,142208
EMBRID,NL,Idaho State,20241125,142208
JUST,NL,Weber State,20241125,142208
Norfolk State, 6.5 ,UC Davis,20241125,142208
UNCG, -7.5 ,Long Beach State,20241125,142208
Dayton, 8 ,North Carolina,20241125,142208
