Northwestern, 3.5 ,Florida Atlantic,20240322,151053
Colgate, 14.5 ,Baylor,20240322,151053
UAB, 6.5 ,San Diego State,20240322,151053
Western Kentucky, 14.5 ,Marquette,20240322,151053
Stetson, 26.5 ,Connecticut,20240322,151053
New Mexico, -2.5 ,Clemson,20240322,151053
Yale, 12.5 ,Auburn,20240322,151053
Colorado, 1.5 ,Florida,20240322,151053
Texas A&M, 1.5 ,Nebraska,20240322,151053
Vermont, 12.5 ,Duke,20240322,151053
Grambling State, 26.5 ,Purdue,20240322,151053
Charleston, 9.5 ,Alabama,20240322,151053
Longwood, 23.5 ,Houston,20240322,151053
James Madison, 5.5 ,Wisconsin,20240322,151053
TCU, -3.5 ,Utah State,20240322,151053
Grand Canyon, 5.5 ,Saint Mary's,20240322,151053
