Incarnate Word,NL,Hofstra,20241206,142127
Columbia,NL,Eastern Illinois,20241206,142127
Delaware, 3.5 ,Duquesne,20241206,142127
Brown, 6 ,Bryant,20241206,142127
Siena, 2 ,Niagara,20241206,142127
Kennesaw State, 1 ,Georgia State,20241206,142127
Saint Peter's, -8 ,Manhattan,20241206,142127
Iona, -1 ,Sacred Heart,20241206,142127
Merrimack College, -7 ,Canisius,20241206,142127
Portland, 12.5 ,Kent State,20241206,142127
Miami (OH, 19 ,Indiana,20241206,142127
Quinnipiac, -1 ,Rider,20241206,142127
Mount St. Mary's, 5.5 ,Marist,20241206,142127
Georgetown, 9.5 ,West Virginia,20241206,142127
FIU,NL,NCOLLFL,20241206,142127
TRIFL,NL,Florida A&M,20241206,142127
CSVILLE,NL,Eastern Kentucky,20241206,142127
Charleston Southern, 14 ,Davidson,20241206,142127
Prairie View A&M, 24.5 ,UAB,20241206,142127
EWUN,NL,Western Illinois,20241206,142127
North Texas, -2.5 ,High Point,20241206,142127
Illinois, -3.5 ,Northwestern,20241206,142127
George Washington,NL,Old Dominion,20241206,142127
Mississippi Valley State,NL,Liberty,20241206,142127
