Drake, -4.5 ,Missouri,20250321,014304
Utah State, 7.5 ,UCLA,20250321,014304
Omaha, 18.5 ,St. John's,20250321,014304
UC San Diego, 2.5 ,Michigan,20250321,014304
UNC Wilmington, 15.5 ,Texas Tech,20250321,014304
Creighton,NL,Louisville,20250321,014304
High Point,NL,Purdue,20250321,014304
Montana,NL,Wisconsin,20250321,014304
SIU Edwardsville,NL,Houston,20250321,014304
Alabama State,NL,Auburn,20250321,014304
McNeese,NL,Clemson,20250321,014304
VCU,NL,BYU,20250321,014304
Georgia,NL,Gonzaga,20250321,014304
Wofford,NL,Tennessee,20250321,014304
Arkansas,NL,Kansas,20250321,014304
Yale,NL,Texas A&M,20250321,014304
