William & Mary, 6 ,UNCW,20250120,141952
Saint Francis U, 2.5 ,Wagner,20250120,141952
Penn, 6 ,Harvard,20250120,141952
Dartmouth, 16 ,Yale,20250120,141952
Columbia, 7 ,Princeton,20250120,141952
Brown, 8.5 ,Cornell,20250120,141952
Southeastern Louisiana, -7 ,East Texas A&M,20250120,141952
Mercyhurst,NL,LIU,20250120,141952
Lamar, 4.5 ,Nicholls,20250120,141952
New Orleans, 8 ,Northwestern State,20250120,141952
Alcorn State, 4.5 ,Prairie View A&M,20250120,141952
Hofstra, 3 ,Drexel,20250120,141952
MORE,NL,Howard,20250120,141952
Stephen F. Austin, 16 ,McNeese State,20250120,141952
Jackson State, 5 ,Texas Southern,20250120,141952
Fresno State, 21 ,New Mexico,20250120,141952
COLU,NL,Norfolk State,20250120,141952
Texas-Rio Grande Valley, 4 ,Incarnate Word,20250120,141952
Georgetown, 9 ,Villanova,20250120,141952
Rutgers, 7 ,Penn State,20250120,141952
Mississippi Valley State, 16 ,Florida A&M,20250120,141952
UAPB, 12.5 ,Bethune-Cookman,20250120,141952
Bucknell, 8 ,Colgate,20250120,141952
Fairleigh Dickinson, -3.5 ,Chicago State,20250120,141952
Stonehill, -2 ,Le Moyne,20250120,141952
Texas A&M-Corpus Christi, -5.5 ,Houston Christian,20250120,141952
Hampton, -2.5 ,North Carolina A&T,20250120,141952
Eastern Washington, 5.5 ,Montana State,20250120,141952
Idaho, 5 ,Montana,20250120,141952
