Toledo, 2.5 ,Troy,20251124,142659
Towson, 2.5 ,Rhode Island,20251124,142659
Pacific, -4.5 ,Stony Brook,20251124,142659
East Texas A&M, -1.5 ,FDU,20251124,142659
Bucknell, 7.5 ,Bowling Green,20251124,142659
UMass, 2.5 ,Oregon State,20251124,142659
Rutgers, 15.5 ,Tennessee,20251124,142659
UAB, -2.5 ,Southern Illinois,20251124,142659
St. Francis (PA, 21.5 ,Belmont,20251124,142659
Liberty, -8.5 ,Vermont,20251124,142659
Bethune-Cookman, -2.5 ,Jacksonville,20251124,142659
Creighton, 3.5 ,Baylor,20251124,142659
Seton Hall, 10.5 ,North Carolina State,20251124,142659
VMI, 5.5 ,Buffalo,20251124,142659
Green Bay, 7.5 ,Iona,20251124,142659
Grambling State, 4.5 ,UC Riverside,20251124,142659
Kansas, -4.5 ,Notre Dame,20251124,142659
UTEP, 1.5 ,William & Mary,20251124,142659
Lamar, -1.5 ,Oakland,20251124,142659
Temple, 1.5 ,UC San Diego,20251124,142659
St. John's, 2.5 ,Iowa State,20251124,142659
Kennesaw State, -5.5 ,Rice,20251124,142659
George Washington, -11.5 ,Middle Tennessee,20251124,142659
USC, -6.5 ,Boise State,20251124,142659
Charleston, -3.5 ,Evansville,20251124,142659
Houston, -13.5 ,Syracuse,20251124,142659
Ohio, 6.5 ,George Mason,20251124,142659
Siena, -8.5 ,Holy Cross,20251124,142659
Elon, 5.5 ,Appalachian State,20251124,142659
Georgia Southern, 1.5 ,Youngstown State,20251124,142659
James Madison, 2.5 ,Florida International,20251124,142659
Kansas City, 4.5 ,Lindenwood,20251124,142659
Eastern Michigan, 33.5 ,Louisville,20251124,142659
Princeton, 8.5 ,Bradley,20251124,142659
Sacred Heart, 3.5 ,Central Connecticut State,20251124,142659
Oral Roberts, 9.5 ,Florida Gulf Coast,20251124,142659
Bellarmine, 1.5 ,The Citadel,20251124,142659
NJIT, 32.5 ,Cincinnati,20251124,142659
Eastern Kentucky, 3.5 ,Northern Kentucky,20251124,142659
Murray State,NL,McNeese,20251124,142659
New Orleans, 19.5 ,Mississippi State,20251124,142659
Jacksonville State, 4.5 ,Arkansas State,20251124,142659
Cal Poly, -2.5 ,Northern Arizona,20251124,142659
UT Rio Grande Valley, 34.5 ,Illinois,20251124,142659
Yale, 1.5 ,Akron,20251124,142659
Auburn, -4.5 ,Oregon,20251124,142659
Radford, 24.5 ,SMU,20251124,142659
LIU, 5.5 ,Missouri State,20251124,142659
Loyola Marymount, 3.5 ,Florida Atlantic,20251124,142659
Louisiana, 9.5 ,UC Davis,20251124,142659
UTSA, 2.5 ,Abilene Christian,20251124,142659
Washington State,NL,Chaminade,20251124,142659
Gonzaga, -3.5 ,Alabama,20251124,142659
Denver, 31.5 ,Arizona,20251124,142659
Michigan, -6.5 ,San Diego State,20251124,142659
Arizona State, 7.5 ,Texas,20251124,142659
