San Jose State, 25.5 ,Nevada,20240203,050206
Kent State,NL,Buffalo,20240203,050206
Siena,NL,Rider,20240203,050206
Penn,NL,Brown,20240203,050206
Princeton,NL,Yale,20240203,050206
Quinnipiac,NL,Manhattan,20240203,050206
Niagara,NL,Saint Peter's,20240203,050206
St. Bonaventure,NL,Dayton,20240203,050206
Mount St. Mary's,NL,Marist,20240203,050206
Cornell,NL,Dartmouth,20240203,050206
Fairfield,NL,Iona,20240203,050206
Ohio State,NL,Iowa,20240203,050206
Columbia,NL,Harvard,20240203,050206
Toledo,NL,Akron,20240203,050206
Butler,NL,Creighton,20240203,050206
