Northern Illinois, 3.5 ,Central Michigan,20240131,021455
Texas Tech, 8.5 ,TCU,20240131,021455
Miami (OH, -5.5 ,Kent State,20240131,021455
North Carolina, 0.5 ,Georgia Tech,20240131,021455
Oklahoma, -11.5 ,Kansas State,20240131,021455
Saint Louis, 9.5 ,Loyola Chicago,20240131,021455
Illinois State, 12.5 ,Murray State,20240131,021455
Mississippi State, -3.5 ,Ole Miss,20240131,021455
Southeast Missouri State, 2.5 ,Lindenwood,20240131,021455
San Jose State, 8.5 ,Utah State,20240131,021455
Michigan, 10.5 ,Michigan State,20240131,021455
Louisville, 15.5 ,Clemson,20240131,021455
Wyoming, 9.5 ,Air Force,20240131,021455
Miami (FL, 5.5 ,North Carolina State,20240131,021455
San Diego State, 4.5 ,Colorado State,20240131,021455
Oklahoma State, 14.5 ,Kansas,20240131,021455
Seton Hall, -11.5 ,DePaul,20240131,021455
Loyola Marymount, 15.5 ,Gonzaga,20240131,021455
Fresno State, 8.5 ,UNLV,20240131,021455
South Carolina,NL,Tennessee,20240131,021455
Marquette,NL,Villanova,20240131,021455
Syracuse,NL,Boston College,20240131,021455
Akron,NL,Eastern Michigan,20240131,021455
Illinois,NL,Ohio State,20240131,021455
Western Michigan,NL,Toledo,20240131,021455
VCU,NL,St. Bonaventure,20240131,021455
George Washington,NL,Dayton,20240131,021455
Bowling Green,NL,Ball State,20240131,021455
Buffalo,NL,Ohio,20240131,021455
Iowa,NL,Indiana,20240131,021455
Boise State,NL,New Mexico,20240131,021455
Alabama State,NL,Texas Southern,20240131,021455
