Binghamton, 27.5 ,Georgetown,20251112,142701
Purdue Fort Wayne, -2.5 ,Western Michigan,20251112,142701
Siena, 8.5 ,St. Bonaventure,20251112,142701
Elon, 9.5 ,Marshall,20251112,142701
Northern Kentucky, 7.5 ,East Tennessee State,20251112,142701
Milwaukee, 24.5 ,Indiana,20251112,142701
Saint Peter's, 21.5 ,VCU,20251112,142701
Saint Joseph's, 12.5 ,Virginia Tech,20251112,142701
Point University,NL,Kennesaw State,20251112,142701
Hanover,NL,Bellarmine,20251112,142701
Brown, 3.5 ,Boston University,20251112,142701
Mercyhurst, 1.5 ,Canisius,20251112,142701
American, 17.5 ,George Washington,20251112,142701
Presbyterian, 15.5 ,South Carolina,20251112,142701
North Florida, 39.5 ,Tennessee,20251112,142701
Coppin State, 31.5 ,South Florida,20251112,142701
James Madison, -1.5 ,Longwood,20251112,142701
Webster,NL,Southeast Missouri State,20251112,142701
UTSA, 2.5 ,Texas State,20251112,142701
Little Rock, 20.5 ,Marquette,20251112,142701
UNC Greensboro, 32.5 ,North Carolina State,20251112,142701
Oakland, 29.5 ,Houston,20251112,142701
Southern Indiana, 5.5 ,South Dakota,20251112,142701
Tulsa, -6.5 ,Oral Roberts,20251112,142701
Middle Tennessee, 1.5 ,Evansville,20251112,142701
Minnesota, 6.5 ,Missouri,20251112,142701
Eastern Kentucky, 28.5 ,Vanderbilt,20251112,142701
Samford, -3.5 ,Texas Southern,20251112,142701
Prairie View A&M, 32.5 ,Oklahoma State,20251112,142701
FDU, 31.5 ,Texas,20251112,142701
Nicholls State, 1.5 ,Valparaiso,20251112,142701
Tennessee-Martin, 15.5 ,Bradley,20251112,142701
Dartmouth, 1.5 ,Bryant,20251112,142701
Cal Poly, 17.5 ,Colorado State,20251112,142701
UC San Diego, 1.5 ,Fresno State,20251112,142701
Weber State, 20.5 ,Utah State,20251112,142701
Idaho, -1.5 ,San Diego,20251112,142701
North Texas, 2.5 ,Oregon State,20251112,142701
South Dakota State, 15.5 ,Oregon,20251112,142701
Utah Tech, -3.5 ,Manhattan,20251112,142701
Long Beach State, 9.5 ,Pacific,20251112,142701
Southern Illinois, 10.5 ,Nevada,20251112,142701
Montana State, 14.5 ,Stanford,20251112,142701
Portland State, 11.5 ,San Francisco,20251112,142701
Eastern Washington, 8.5 ,Seattle,20251112,142701
