PSSHEN,NL,Youngstown State,20250124,141935
Toledo, -3 ,Bowling Green,20250124,141935
Milwaukee, -2 ,Northern Kentucky,20250124,141935
Villanova, 9.5 ,Marquette,20250124,141935
Kent State, 1 ,Ohio,20250124,141935
Wagner, -1.5 ,Mercyhurst,20250124,141935
Chicago State, 10 ,Stonehill,20250124,141935
Central Connecticut State, -6 ,Le Moyne,20250124,141935
LIU, -1.5 ,Saint Francis U,20250124,141935
Saint Joseph's, 5.5 ,Dayton,20250124,141935
Michigan, 4 ,Purdue,20250124,141935
St. Bonaventure, 12 ,VCU,20250124,141935
Penn State, 4 ,Iowa,20250124,141935
UCLA, -6 ,Washington,20250124,141935
Drake,NL,Missouri State,20250124,141935
