VCU, -2.5 ,Virginia Tech,20251128,142544
Northeastern, 18.5 ,Wake Forest,20251128,142544
Eastern Illinois, 39.5 ,Purdue,20251128,142544
Southeastern Louisiana, -8.5 ,Gardner-Webb,20251128,142544
Illinois, 2.5 ,UConn,20251128,142544
Richmond, -6.5 ,Charlotte,20251128,142544
Vanderbilt, -3.5 ,Saint Mary's,20251128,142544
Siena, -4.5 ,Longwood,20251128,142544
Cleveland State, 29.5 ,Missouri,20251128,142544
Oklahoma, -2.5 ,Marquette,20251128,142544
Ball State, 4.5 ,Monmouth,20251128,142544
Hofstra, -2.5 ,La Salle,20251128,142544
Wright State, 16.5 ,Butler,20251128,142544
Southern Utah, 9.5 ,Robert Morris,20251128,142544
Texas State, 7.5 ,Seattle,20251128,142544
Nevada, 6.5 ,San Francisco,20251128,142544
Alcorn State, 8.5 ,Indiana State,20251128,142544
North Dakota State, 1.5 ,Arkansas State,20251128,142544
Furman, 4.5 ,Illinois State,20251128,142544
Providence, 10.5 ,Florida,20251128,142544
Navy, 8.5 ,UNC Wilmington,20251128,142544
Nicholls State, 9.5 ,Tulane,20251128,142544
Chicago State, 14.5 ,Youngstown State,20251128,142544
North Carolina A&T, 14.5 ,Davidson,20251128,142544
Charleston Southern, 17.5 ,South Carolina,20251128,142544
Maine, 7.5 ,American,20251128,142544
NJIT, 14.5 ,Eastern Michigan,20251128,142544
Queens University, 22.5 ,Virginia,20251128,142544
South Florida, -1.5 ,Colorado State,20251128,142544
UC Santa Barbara, -10.5 ,Lehigh,20251128,142544
Washington, -4.5 ,Colorado,20251128,142544
Merrimack, 4.5 ,Penn,20251128,142544
Le Moyne, 4.5 ,Lafayette,20251128,142544
Texas A&M, 1.5 ,Florida State,20251128,142544
Wisconsin, -5.5 ,TCU,20251128,142544
Texas A&M-Corpus Christi, 14.5 ,Xavier,20251128,142544
Cal State Northridge, 1.5 ,Idaho State,20251128,142544
SMU, -1.5 ,Mississippi State,20251128,142544
Ohio State, -4.5 ,Pittsburgh,20251128,142544
Western Kentucky, 6.5 ,Wichita State,20251128,142544
Stanford, 4.5 ,Saint Louis,20251128,142544
DePaul, -1.5 ,Georgia Tech,20251128,142544
Miami (FL, -4.5 ,Georgetown,20251128,142544
Alabama A&M, 28.5 ,Clemson,20251128,142544
Colgate, -5.5 ,University at Albany,20251128,142544
Jackson State, 5.5 ,Louisiana,20251128,142544
Sam Houston, -1.5 ,Idaho,20251128,142544
Minnesota, 5.5 ,Santa Clara,20251128,142544
Drake, 11.5 ,LSU,20251128,142544
BYU, -10.5 ,Dayton,20251128,142544
Stony Brook, 9.5 ,Loyola Marymount,20251128,142544
