Utah Tech, 5.5 ,FIU,20241230,141949
Akron, 6 ,Princeton,20241230,141949
BIBL,NL,Grambling State,20241230,141949
Clemson,NL,Central Michigan,20241230,141949
EMER,NL,Massachusetts-Lowell,20241230,141949
Western Michigan, 27 ,Michigan State,20241230,141949
Siena, 12.5 ,Cornell,20241230,141949
BETH,NL,Sacramento State,20241230,141949
Columbia, 11.5 ,Rutgers,20241230,141949
Monmouth, 35.5 ,Auburn,20241230,141949
KENN,NL,UNC Asheville,20241230,141949
Cincinnati, -4 ,Kansas State,20241230,141949
MUSK,NL,Ohio,20241230,141949
TAMSA,NL,Lamar,20241230,141949
EWUN,NL,Northern Illinois,20241230,141949
ELMS,NL,Vermont,20241230,141949
DEF,NL,Miami (OH,20241230,141949
Presbyterian, 19 ,South Carolina,20241230,141949
Southeastern Louisiana, 17 ,McNeese State,20241230,141949
New Hampshire, 34 ,Iowa,20241230,141949
DALCHR,NL,Texas-Rio Grande Valley,20241230,141949
Alabama State, 25.5 ,Missouri,20241230,141949
TCU, 15 ,Arizona,20241230,141949
Houston, -11.5 ,Oklahoma State,20241230,141949
Oakland, 18 ,Arkansas,20241230,141949
BENE,NL,Northern Arizona,20241230,141949
TAMT,NL,Oral Roberts,20241230,141949
MOBILE,NL,South Alabama,20241230,141949
WILCAR,NL,Southern Miss,20241230,141949
FVST,NL,Jacksonville State,20241230,141949
New Orleans, 31 ,Vanderbilt,20241230,141949
Bryant, 12.5 ,Grand Canyon,20241230,141949
Iowa State, -10 ,Colorado,20241230,141949
EOR,NL,Eastern Washington,20241230,141949
Bethune-Cookman, 30 ,Mississippi State,20241230,141949
Southern, 22.5 ,Nebraska,20241230,141949
Portland, 18.5 ,Oregon State,20241230,141949
Loyola Marymount, 8.5 ,Washington State,20241230,141949
Santa Clara, 5 ,San Francisco,20241230,141949
Pacific, 1 ,San Diego,20241230,141949
Gonzaga, -21 ,Pepperdine,20241230,141949
UC Irvine, -4.5 ,California Baptist,20241230,141949
Nicholls, 9 ,Seattle,20241230,141949
